transaction_id,date,description,merchant,category,amount,type,day_of_week,day_of_month,month,year,is_weekend,balance
376,2025-03-29 10:58:05.115834,Netflix - Entertainment,Netflix,Entertainment,-280.99,debit,Saturday,29,3,2025,True,-10783.629999999988
377,2025-03-29 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-163.92,debit,Saturday,29,3,2025,True,-10947.549999999988
378,2025-03-29 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-155.58,debit,Saturday,29,3,2025,True,-11103.129999999988
379,2025-03-29 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-189.98,debit,Saturday,29,3,2025,True,-11293.109999999988
380,2025-03-29 10:58:05.115834,Fitness First - Fitness,Fitness First,Fitness,-233.26,debit,Saturday,29,3,2025,True,-11526.369999999988
381,2025-03-29 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-117.55,debit,Saturday,29,3,2025,True,-11643.919999999987
382,2025-03-30 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-131.81,debit,Sunday,30,3,2025,False,-11775.729999999987
383,2025-03-31 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-127.81,debit,Monday,31,3,2025,False,-11903.539999999986
384,2025-03-31 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-252.18,debit,Monday,31,3,2025,False,-12155.719999999987
385,2025-04-02 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-157.16,debit,Wednesday,2,4,2025,False,-12312.879999999986
386,2025-04-02 10:58:05.115834,Parking - Transportation,Parking,Transportation,-51.01,debit,Wednesday,2,4,2025,False,-12363.889999999987
387,2025-04-03 10:58:05.115834,Fitness First - Fitness,Fitness First,Fitness,-389.59,debit,Thursday,3,4,2025,False,-12753.479999999987
388,2025-04-03 10:58:05.115834,Aster Clinic - Healthcare,Aster Clinic,Healthcare,-1259.46,debit,Thursday,3,4,2025,False,-14012.939999999988
389,2025-04-04 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-132.69,debit,Friday,4,4,2025,True,-14145.629999999988
390,2025-04-04 10:58:05.115834,Parking - Transportation,Parking,Transportation,-202.02,debit,Friday,4,4,2025,True,-14347.649999999989
391,2025-04-04 10:58:05.115834,Apple Music - Subscriptions,Apple Music,Subscriptions,-98.48,debit,Friday,4,4,2025,True,-14446.129999999988
392,2025-04-04 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-74.48,debit,Friday,4,4,2025,True,-14520.609999999988
393,2025-04-04 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-128.78,debit,Friday,4,4,2025,True,-14649.389999999989
394,2025-04-05 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-24.69,debit,Saturday,5,4,2025,True,-14674.079999999989
395,2025-04-05 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-492.69,debit,Saturday,5,4,2025,True,-15166.76999999999
396,2025-04-06 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-99.78,debit,Sunday,6,4,2025,False,-15266.54999999999
397,2025-04-06 10:58:05.115834,Gold's Gym - Fitness,Gold's Gym,Fitness,-532.46,debit,Sunday,6,4,2025,False,-15799.009999999991
398,2025-04-06 10:58:05.115834,Mediclinic - Healthcare,Mediclinic,Healthcare,-631.19,debit,Sunday,6,4,2025,False,-16430.19999999999
399,2025-04-07 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-127.55,debit,Monday,7,4,2025,False,-16557.74999999999
400,2025-04-09 10:58:05.115834,H&M - Shopping,H&M,Shopping,-180.72,debit,Wednesday,9,4,2025,False,-16738.46999999999
401,2025-04-09 10:58:05.115834,Uber - Transportation,Uber,Transportation,-245.82,debit,Wednesday,9,4,2025,False,-16984.28999999999
402,2025-04-09 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-454.87,debit,Wednesday,9,4,2025,False,-17439.15999999999
403,2025-04-10 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-422.23,debit,Thursday,10,4,2025,False,-17861.38999999999
404,2025-04-10 10:58:05.115834,Parking - Transportation,Parking,Transportation,-299.18,debit,Thursday,10,4,2025,False,-18160.56999999999
405,2025-04-10 10:58:05.115834,Parking - Transportation,Parking,Transportation,-233.62,debit,Thursday,10,4,2025,False,-18394.189999999988
406,2025-04-12 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-98.2,debit,Saturday,12,4,2025,True,-18492.38999999999
407,2025-04-12 10:58:05.115834,Salary Deposit - Company XYZ,Employer,Income,14130.0,credit,Saturday,12,4,2025,True,-4362.3899999999885
408,2025-04-13 10:58:05.115834,Zara - Shopping,Zara,Shopping,-725.83,debit,Sunday,13,4,2025,False,-5088.219999999988
409,2025-04-13 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-133.95,debit,Sunday,13,4,2025,False,-5222.169999999988
410,2025-04-13 10:58:05.115834,H&M - Shopping,H&M,Shopping,-825.87,debit,Sunday,13,4,2025,False,-6048.039999999988
411,2025-04-13 10:58:05.115834,Zara - Shopping,Zara,Shopping,-444.15,debit,Sunday,13,4,2025,False,-6492.189999999988
412,2025-04-13 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-86.67,debit,Sunday,13,4,2025,False,-6578.859999999988
413,2025-04-13 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-263.25,debit,Sunday,13,4,2025,False,-6842.109999999988
414,2025-04-14 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-172.0,debit,Monday,14,4,2025,False,-7014.109999999988
415,2025-04-15 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-43.39,debit,Tuesday,15,4,2025,False,-7057.499999999988
416,2025-04-15 10:58:05.115834,VOX Cinemas - Entertainment,VOX Cinemas,Entertainment,-68.17,debit,Tuesday,15,4,2025,False,-7125.669999999988
417,2025-04-16 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-137.27,debit,Wednesday,16,4,2025,False,-7262.939999999989
418,2025-04-16 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-62.94,debit,Wednesday,16,4,2025,False,-7325.879999999988
419,2025-04-17 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-95.84,debit,Thursday,17,4,2025,False,-7421.719999999988
420,2025-04-17 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-151.1,debit,Thursday,17,4,2025,False,-7572.819999999989
421,2025-04-18 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-682.5,debit,Friday,18,4,2025,True,-8255.319999999989
422,2025-04-18 10:58:05.115834,Uber - Transportation,Uber,Transportation,-57.75,debit,Friday,18,4,2025,True,-8313.069999999989
423,2025-04-19 10:58:05.115834,Uber - Transportation,Uber,Transportation,-157.54,debit,Saturday,19,4,2025,True,-8470.60999999999
424,2025-04-19 10:58:05.115834,Parking - Transportation,Parking,Transportation,-215.77,debit,Saturday,19,4,2025,True,-8686.37999999999
425,2025-04-20 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-78.65,debit,Sunday,20,4,2025,False,-8765.02999999999
426,2025-04-20 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-82.56,debit,Sunday,20,4,2025,False,-8847.58999999999
427,2025-04-22 10:58:05.115834,Netflix - Entertainment,Netflix,Entertainment,-328.48,debit,Tuesday,22,4,2025,False,-9176.069999999989
428,2025-04-22 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-314.34,debit,Tuesday,22,4,2025,False,-9490.409999999989
429,2025-04-23 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-189.38,debit,Wednesday,23,4,2025,False,-9679.789999999988
430,2025-04-23 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-758.28,debit,Wednesday,23,4,2025,False,-10438.069999999989
431,2025-04-23 10:58:05.115834,Amazon.ae - Shopping,Amazon.ae,Shopping,-231.43,debit,Wednesday,23,4,2025,False,-10669.499999999989
432,2025-04-24 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-65.52,debit,Thursday,24,4,2025,False,-10735.01999999999
433,2025-04-24 10:58:05.115834,Home Centre - Shopping,Home Centre,Shopping,-353.35,debit,Thursday,24,4,2025,False,-11088.36999999999
434,2025-04-25 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-159.07,debit,Friday,25,4,2025,True,-11247.43999999999
435,2025-04-25 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-450.62,debit,Friday,25,4,2025,True,-11698.05999999999
436,2025-04-25 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-264.61,debit,Friday,25,4,2025,True,-11962.669999999991
437,2025-04-25 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-175.96,debit,Friday,25,4,2025,True,-12138.62999999999
438,2025-04-25 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-73.16,debit,Friday,25,4,2025,True,-12211.78999999999
439,2025-04-25 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-163.2,debit,Friday,25,4,2025,True,-12374.98999999999
440,2025-04-25 10:58:05.115834,Amazon.ae - Shopping,Amazon.ae,Shopping,-174.23,debit,Friday,25,4,2025,True,-12549.21999999999
441,2025-04-25 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-199.66,debit,Friday,25,4,2025,True,-12748.87999999999
442,2025-04-25 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-170.68,debit,Friday,25,4,2025,True,-12919.55999999999
443,2025-04-25 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-22.84,debit,Friday,25,4,2025,True,-12942.39999999999
444,2025-04-26 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-36.79,debit,Saturday,26,4,2025,True,-12979.189999999991
445,2025-04-27 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-31.39,debit,Sunday,27,4,2025,False,-13010.57999999999
446,2025-04-27 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-657.04,debit,Sunday,27,4,2025,False,-13667.619999999992
447,2025-04-27 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-445.2,debit,Sunday,27,4,2025,False,-14112.819999999992
448,2025-04-28 10:58:05.115834,YouTube Premium - Subscriptions,YouTube Premium,Subscriptions,-37.21,debit,Monday,28,4,2025,False,-14150.029999999992
449,2025-04-28 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-38.35,debit,Monday,28,4,2025,False,-14188.379999999992
450,2025-04-28 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-77.72,debit,Monday,28,4,2025,False,-14266.099999999991
451,2025-04-28 10:58:05.115834,Mediclinic - Healthcare,Mediclinic,Healthcare,-485.68,debit,Monday,28,4,2025,False,-14751.779999999992
452,2025-04-29 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-62.82,debit,Tuesday,29,4,2025,False,-14814.599999999991
453,2025-04-29 10:58:05.115834,Amazon.ae - Shopping,Amazon.ae,Shopping,-243.82,debit,Tuesday,29,4,2025,False,-15058.419999999991
454,2025-04-29 10:58:05.115834,H&M - Shopping,H&M,Shopping,-814.45,debit,Tuesday,29,4,2025,False,-15872.869999999992
455,2025-05-01 10:58:05.115834,Zara - Shopping,Zara,Shopping,-353.16,debit,Thursday,1,5,2025,False,-16226.029999999992
456,2025-05-01 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-339.19,debit,Thursday,1,5,2025,False,-16565.21999999999
457,2025-05-01 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-94.21,debit,Thursday,1,5,2025,False,-16659.42999999999
458,2025-05-02 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-102.47,debit,Friday,2,5,2025,True,-16761.89999999999
459,2025-05-03 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-93.83,debit,Saturday,3,5,2025,True,-16855.729999999992
460,2025-05-04 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-62.77,debit,Sunday,4,5,2025,False,-16918.499999999993
461,2025-05-04 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-82.0,debit,Sunday,4,5,2025,False,-17000.499999999993
462,2025-05-04 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-325.19,debit,Sunday,4,5,2025,False,-17325.68999999999
463,2025-05-04 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-140.49,debit,Sunday,4,5,2025,False,-17466.179999999993
464,2025-05-04 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-320.03,debit,Sunday,4,5,2025,False,-17786.209999999992
465,2025-05-06 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-271.11,debit,Tuesday,6,5,2025,False,-18057.319999999992
466,2025-05-06 10:58:05.115834,Careem - Transportation,Careem,Transportation,-299.21,debit,Tuesday,6,5,2025,False,-18356.52999999999
467,2025-05-06 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-54.7,debit,Tuesday,6,5,2025,False,-18411.229999999992
468,2025-05-06 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-82.96,debit,Tuesday,6,5,2025,False,-18494.18999999999
469,2025-05-06 10:58:05.115834,Parking - Transportation,Parking,Transportation,-148.81,debit,Tuesday,6,5,2025,False,-18642.999999999993
470,2025-05-07 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-188.68,debit,Wednesday,7,5,2025,False,-18831.679999999993
471,2025-05-08 10:58:05.115834,Gold's Gym - Fitness,Gold's Gym,Fitness,-349.48,debit,Thursday,8,5,2025,False,-19181.159999999993
472,2025-05-08 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-154.39,debit,Thursday,8,5,2025,False,-19335.549999999992
473,2025-05-09 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-28.88,debit,Friday,9,5,2025,True,-19364.429999999993
474,2025-05-09 10:58:05.115834,Salary Deposit - Company XYZ,Employer,Income,14383.0,credit,Friday,9,5,2025,True,-4981.429999999993
475,2025-05-09 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-360.03,debit,Friday,9,5,2025,True,-5341.459999999993
476,2025-05-10 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-340.63,debit,Saturday,10,5,2025,True,-5682.089999999993
477,2025-05-10 10:58:05.115834,du - Utilities,du,Utilities,-573.5,debit,Saturday,10,5,2025,True,-6255.589999999993
478,2025-05-10 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-115.91,debit,Saturday,10,5,2025,True,-6371.499999999993
479,2025-05-11 10:58:05.115834,Uber - Transportation,Uber,Transportation,-203.67,debit,Sunday,11,5,2025,False,-6575.169999999993
480,2025-05-11 10:58:05.115834,Boots Pharmacy - Healthcare,Boots Pharmacy,Healthcare,-273.79,debit,Sunday,11,5,2025,False,-6848.959999999993
481,2025-05-12 10:58:05.115834,Disney+ - Subscriptions,Disney+,Subscriptions,-113.2,debit,Monday,12,5,2025,False,-6962.159999999993
482,2025-05-14 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-73.03,debit,Wednesday,14,5,2025,False,-7035.189999999992
483,2025-05-15 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-190.42,debit,Thursday,15,5,2025,False,-7225.609999999992
484,2025-05-15 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-40.55,debit,Thursday,15,5,2025,False,-7266.159999999993
485,2025-05-17 10:58:05.115834,Noon.com - Shopping,Noon.com,Shopping,-204.37,debit,Saturday,17,5,2025,True,-7470.5299999999925
486,2025-05-18 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-289.71,debit,Sunday,18,5,2025,False,-7760.2399999999925
487,2025-05-18 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-304.63,debit,Sunday,18,5,2025,False,-8064.869999999993
488,2025-05-19 10:58:05.115834,Etisalat - Utilities,Etisalat,Utilities,-390.98,debit,Monday,19,5,2025,False,-8455.849999999993
489,2025-05-19 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-131.37,debit,Monday,19,5,2025,False,-8587.219999999994
490,2025-05-19 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-183.74,debit,Monday,19,5,2025,False,-8770.959999999994
491,2025-05-20 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-250.11,debit,Tuesday,20,5,2025,False,-9021.069999999994
492,2025-05-20 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-488.3,debit,Tuesday,20,5,2025,False,-9509.369999999994
493,2025-05-21 10:58:05.115834,Parking - Transportation,Parking,Transportation,-77.52,debit,Wednesday,21,5,2025,False,-9586.889999999994
494,2025-05-22 10:58:05.115834,Yoga Studio - Fitness,Yoga Studio,Fitness,-270.66,debit,Thursday,22,5,2025,False,-9857.549999999994
495,2025-05-22 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-159.84,debit,Thursday,22,5,2025,False,-10017.389999999994
496,2025-05-23 10:58:05.115834,Amazon Prime - Subscriptions,Amazon Prime,Subscriptions,-40.92,debit,Friday,23,5,2025,True,-10058.309999999994
497,2025-05-23 10:58:05.115834,Mediclinic - Healthcare,Mediclinic,Healthcare,-222.85,debit,Friday,23,5,2025,True,-10281.159999999994
498,2025-05-23 10:58:05.115834,Uber - Transportation,Uber,Transportation,-214.42,debit,Friday,23,5,2025,True,-10495.579999999994
499,2025-05-23 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-372.41,debit,Friday,23,5,2025,True,-10867.989999999994
500,2025-05-23 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-93.41,debit,Friday,23,5,2025,True,-10961.399999999994
501,2025-05-23 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-259.13,debit,Friday,23,5,2025,True,-11220.529999999993
502,2025-05-24 10:58:05.115834,Parking - Transportation,Parking,Transportation,-147.0,debit,Saturday,24,5,2025,True,-11367.529999999993
503,2025-05-24 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-103.5,debit,Saturday,24,5,2025,True,-11471.029999999993
504,2025-05-24 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-87.7,debit,Saturday,24,5,2025,True,-11558.729999999994
505,2025-05-25 10:58:05.115834,Careem - Transportation,Careem,Transportation,-200.23,debit,Sunday,25,5,2025,False,-11758.959999999994
506,2025-05-25 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-119.67,debit,Sunday,25,5,2025,False,-11878.629999999994
507,2025-05-25 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-190.2,debit,Sunday,25,5,2025,False,-12068.829999999994
508,2025-05-25 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-157.82,debit,Sunday,25,5,2025,False,-12226.649999999994
509,2025-05-26 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-328.21,debit,Monday,26,5,2025,False,-12554.859999999993
510,2025-05-27 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-71.92,debit,Tuesday,27,5,2025,False,-12626.779999999993
511,2025-05-27 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-254.4,debit,Tuesday,27,5,2025,False,-12881.179999999993
512,2025-05-29 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-83.15,debit,Thursday,29,5,2025,False,-12964.329999999993
513,2025-05-29 10:58:05.115834,Uber - Transportation,Uber,Transportation,-149.14,debit,Thursday,29,5,2025,False,-13113.469999999992
514,2025-05-30 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-65.86,debit,Friday,30,5,2025,True,-13179.329999999993
515,2025-05-30 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-105.62,debit,Friday,30,5,2025,True,-13284.949999999993
516,2025-05-31 10:58:05.115834,Uber - Transportation,Uber,Transportation,-75.21,debit,Saturday,31,5,2025,True,-13360.159999999993
517,2025-05-31 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-519.22,debit,Saturday,31,5,2025,True,-13879.379999999992
518,2025-05-31 10:58:05.115834,Parking - Transportation,Parking,Transportation,-88.77,debit,Saturday,31,5,2025,True,-13968.149999999992
519,2025-06-01 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-148.46,debit,Sunday,1,6,2025,False,-14116.609999999991
520,2025-06-02 10:58:05.115834,Careem - Transportation,Careem,Transportation,-65.76,debit,Monday,2,6,2025,False,-14182.369999999992
521,2025-06-03 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-139.14,debit,Tuesday,3,6,2025,False,-14321.509999999991
522,2025-06-04 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-241.14,debit,Wednesday,4,6,2025,False,-14562.64999999999
523,2025-06-04 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-120.11,debit,Wednesday,4,6,2025,False,-14682.759999999991
524,2025-06-04 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-91.58,debit,Wednesday,4,6,2025,False,-14774.339999999991
525,2025-06-05 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-90.92,debit,Thursday,5,6,2025,False,-14865.259999999991
526,2025-06-05 10:58:05.115834,Mediclinic - Healthcare,Mediclinic,Healthcare,-109.86,debit,Thursday,5,6,2025,False,-14975.119999999992
527,2025-06-06 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-190.95,debit,Friday,6,6,2025,True,-15166.069999999992
528,2025-06-07 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-147.9,debit,Saturday,7,6,2025,True,-15313.969999999992
529,2025-06-08 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-111.08,debit,Sunday,8,6,2025,False,-15425.049999999992
530,2025-06-08 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-117.57,debit,Sunday,8,6,2025,False,-15542.619999999992
531,2025-06-09 10:58:05.115834,Uber - Transportation,Uber,Transportation,-286.84,debit,Monday,9,6,2025,False,-15829.459999999992
532,2025-06-09 10:58:05.115834,Internet Bill - Utilities,Internet Bill,Utilities,-880.96,debit,Monday,9,6,2025,False,-16710.41999999999
533,2025-06-09 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-124.84,debit,Monday,9,6,2025,False,-16835.25999999999
534,2025-06-09 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-42.34,debit,Monday,9,6,2025,False,-16877.59999999999
535,2025-06-09 10:58:05.115834,Salary Deposit - Company XYZ,Employer,Income,14952.0,credit,Monday,9,6,2025,False,-1925.5999999999913
536,2025-06-10 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-131.41,debit,Tuesday,10,6,2025,False,-2057.009999999991
537,2025-06-10 10:58:05.115834,VOX Cinemas - Entertainment,VOX Cinemas,Entertainment,-459.22,debit,Tuesday,10,6,2025,False,-2516.2299999999914
538,2025-06-10 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-914.18,debit,Tuesday,10,6,2025,False,-3430.409999999991
539,2025-06-10 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-494.62,debit,Tuesday,10,6,2025,False,-3925.029999999991
540,2025-06-11 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-40.86,debit,Wednesday,11,6,2025,False,-3965.8899999999912
541,2025-06-11 10:58:05.115834,Netflix - Entertainment,Netflix,Entertainment,-1095.54,debit,Wednesday,11,6,2025,False,-5061.429999999991
542,2025-06-12 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-176.47,debit,Thursday,12,6,2025,False,-5237.899999999991
543,2025-06-12 10:58:05.115834,Parking - Transportation,Parking,Transportation,-89.3,debit,Thursday,12,6,2025,False,-5327.199999999992
544,2025-06-12 10:58:05.115834,Noon.com - Shopping,Noon.com,Shopping,-320.33,debit,Thursday,12,6,2025,False,-5647.529999999992
545,2025-06-13 10:58:05.115834,Amazon Prime - Subscriptions,Amazon Prime,Subscriptions,-62.35,debit,Friday,13,6,2025,True,-5709.879999999992
546,2025-06-14 10:58:05.115834,Uber - Transportation,Uber,Transportation,-119.38,debit,Saturday,14,6,2025,True,-5829.259999999992
547,2025-06-14 10:58:05.115834,Yoga Studio - Fitness,Yoga Studio,Fitness,-808.39,debit,Saturday,14,6,2025,True,-6637.649999999992
548,2025-06-14 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-196.39,debit,Saturday,14,6,2025,True,-6834.039999999993
549,2025-06-14 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-212.89,debit,Saturday,14,6,2025,True,-7046.929999999993
550,2025-06-14 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-129.68,debit,Saturday,14,6,2025,True,-7176.609999999993
551,2025-06-14 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-64.57,debit,Saturday,14,6,2025,True,-7241.179999999993
552,2025-06-15 10:58:05.115834,Etisalat - Utilities,Etisalat,Utilities,-203.66,debit,Sunday,15,6,2025,False,-7444.839999999993
553,2025-06-15 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-158.97,debit,Sunday,15,6,2025,False,-7603.809999999993
554,2025-06-16 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-53.0,debit,Monday,16,6,2025,False,-7656.809999999993
555,2025-06-16 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-198.68,debit,Monday,16,6,2025,False,-7855.489999999993
556,2025-06-16 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-387.97,debit,Monday,16,6,2025,False,-8243.459999999994
557,2025-06-17 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-103.61,debit,Tuesday,17,6,2025,False,-8347.069999999994
558,2025-06-17 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-75.7,debit,Tuesday,17,6,2025,False,-8422.769999999995
559,2025-06-17 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-196.06,debit,Tuesday,17,6,2025,False,-8618.829999999994
560,2025-06-18 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-147.32,debit,Wednesday,18,6,2025,False,-8766.149999999994
561,2025-06-18 10:58:05.115834,H&M - Shopping,H&M,Shopping,-734.3,debit,Wednesday,18,6,2025,False,-9500.449999999993
562,2025-06-19 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-418.61,debit,Thursday,19,6,2025,False,-9919.059999999994
